# Export of ACLAME MGEs. Version 0.4, category All. Copyright (C) 2002-2018 The ACLAME team.
# ACLAME ID	Name	Segment	Size (bp)	Nb genes	Nb CDS	Taxo ID	MGE Type	Genome type	Genome strands	Genome organisation	Complete	Host(s)	Hosts taxo ID(s)	Cross-references
mge:1091	pE33L54		53501	57	54		plasmid	DNA	ds	circular	yes	Bacillus cereus E33L	288681	genbank:GenomeProject:12468;genbank:acc:NC_007105;genbank:gi:67078326
mge:1092	pSG3		19201	25	19		plasmid	DNA	ds	circular	yes	Sodalis glossinidius	63612	genbank:GenomeProject:13991;genbank:acc:NC_007186;genbank:gi:70724907
mge:383	pFN1		5887	7	7	851	plasmid	DNA	ds	circular	yes	Fusobacterium nucleatum	851	genbank:GenomeProject:15942;genbank:acc:NC_004974;genbank:gi:32455396
mge:1093	pSHaeC		8180	11	11		plasmid	DNA	ds	circular	yes	Staphylococcus haemolyticus JCSC1435	279808	genbank:GenomeProject:13979;genbank:acc:NC_007171;genbank:gi:68535050
mge:495	pCC7120epsilon		40340	31	31	103690	plasmid	DNA	ds	circular	yes	Nostoc sp. PCC 7120	103690	genbank:GenomeProject:244;genbank:acc:NC_003270;genbank:gi:17227465
mge:1094	TM1040 mega plasmid		821788	758	728		plasmid	DNA	ds	circular	yes	Silicibacter sp. TM1040	292414	genbank:GenomeProject:13040;genbank:acc:NC_008043;genbank:gi:99078009
mge:1095	pRK2		5360	6	6		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:12357;genbank:acc:NC_005970;genbank:gi:50233940
mge:331	pB85766		14875	16	16	38289	plasmid	DNA	ds	circular	yes	Corynebacterium jeikeium	38289	genbank:GenomeProject:12947;genbank:acc:NC_003490;genbank:gi:19848304
mge:458	pS7b		7264	5	5	44688	plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. lactis bv. diacetylactis	44688	genbank:acc:NC_004653;genbank:gi:29294591
mge:1096	pXO2		94830	113	104		plasmid	DNA	ds	circular	yes	Bacillus anthracis str. 'Ames Ancestor'	261594	genbank:GenomeProject:10784;genbank:acc:NC_007323;genbank:gi:50163691
mge:412	pJHCMW1		11354	8	8	573	plasmid	DNA	ds	circular	yes	Klebsiella pneumoniae	573	genbank:GenomeProject:15986;genbank:acc:NC_003486;genbank:gi:19774233
mge:295	pE88		74082	61	59	1513	plasmid	DNA	ds	circular	yes	Clostridium tetani;Clostridium tetani E88	1513;212717	genbank:GenomeProject:81;genbank:acc:NC_004565;genbank:gi:28373131
mge:401	pHP489		1222	1	1	210	plasmid	DNA	ds	linear	yes	Helicobacter pylori	210	genbank:acc:NC_001843;genbank:gi:10954603
mge:1097	pMS260		8124	10	10		plasmid	DNA	ds	circular	yes	Actinobacillus pleuropneumoniae	715	genbank:GenomeProject:15913;genbank:acc:NC_005312;genbank:gi:40804641
mge:1098	pSW49		3552	4	2		plasmid	DNA	ds	circular	yes	Staphylococcus warneri	1292	genbank:acc:NC_007166;genbank:gi:70724724
mge:1099	pIGAL1		8145	3	3		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:15914;genbank:acc:NC_005248;genbank:gi:38638184
mge:411	pKlebB-k17/80		5258	7	5	573	plasmid	DNA	ds	circular	yes	Klebsiella pneumoniae	573	genbank:GenomeProject:16042;genbank:acc:NC_002610;genbank:gi:11342748
mge:532	pIM13		2246	2	2	2568	plasmid	DNA	ds	circular	yes	Bacillus subtilis	1423	genbank:GenomeProject:15808;genbank:acc:NC_001376;genbank:gi:9507307
mge:1100	pSG2		27240	31	20		plasmid	DNA	ds	circular	yes	Sodalis glossinidius	63612	genbank:GenomeProject:13991;genbank:acc:NC_007184;genbank:gi:70724865
mge:550	Pp6859		6859	7	7	60925	plasmid	DNA	ds	circular	yes	Porphyra pulchra	60925	genbank:acc:NC_001833;genbank:gi:11466614
mge:1101	pRSB101		47829	51	45		plasmid	DNA	ds	circular	yes	uncultured bacterium;Escherichia coli K12;Pseudomonas sp. B13	77133;83333;65741	genbank:GenomeProject:13156;genbank:acc:NC_006385;genbank:gi:55275313
mge:348	pEI2		5643	2	2	67780	plasmid	DNA	ds	circular	yes	Ictalurus punctatus	7998	genbank:GenomeProject:16038;genbank:acc:NC_002498;genbank:gi:10957079
mge:474	pMTS1		1995	3	3	40223	plasmid	DNA	ds	circular	yes	Methylophaga thalassica	40223	genbank:acc:NC_002175;genbank:gi:10956807
mge:633	pSE-12228-03		8007	8	8	176280	plasmid	DNA	ds	circular	yes	Staphylococcus epidermidis ATCC 12228	176280	genbank:GenomeProject:279;genbank:acc:NC_005006;genbank:gi:32470572
mge:645	pSSU1		4975	6	6	1307	plasmid	DNA	ds	circular	yes	Streptococcus suis	1307	genbank:GenomeProject:16030;genbank:acc:NC_002140;genbank:gi:10956187
mge:1102	pND324		3602	3	3		plasmid	DNA	ds	linear	yes	Lactococcus lactis	1358	genbank:acc:NC_008436;genbank:gi:115534291
mge:698	pMT-1		100990	119	116	187410	plasmid	DNA	ds	circular	yes	Yersinia pestis KIM	187410	genbank:GenomeProject:288;genbank:acc:NC_004838;genbank:gi:31795333
mge:384	pSTK1		1883	3	3	1422	plasmid	DNA	ds	circular	yes	Geobacillus stearothermophilus	1422	genbank:acc:NC_002062;genbank:gi:10956485
mge:1103	pPSAS1522		4244	5	4		plasmid	DNA	ds	circular	yes	Actinobacillus pleuropneumoniae	715	genbank:acc:NC_007099;genbank:gi:66968624
mge:482	pVT2		12868	7	7	1764	plasmid	DNA	ds	circular	yes	Mycobacterium avium	1764	genbank:acc:NC_005016;genbank:gi:32470508
mge:221	pPL10		7028	6	6	1408	plasmid	DNA	ds	circular	yes	Bacillus pumilus	1408	genbank:GenomeProject:15956;genbank:acc:NC_001858;genbank:gi:10956475
mge:590	pK		4245	3	3	592	plasmid	DNA	ds	circular	yes	Salmonella enteritidis	592	genbank:GenomeProject:12470;genbank:acc:NC_003456;genbank:gi:19718324
mge:1104	pLME106		6868	10	10		plasmid	DNA	ds	circular	yes	Propionibacterium jensenii	1749	genbank:GenomeProject:13790;genbank:acc:NC_005705;genbank:gi:44003914
mge:527	pCI411		2926	3	3	35412	plasmid	DNA	ds	circular	yes	Leuconostoc lactis	1246	genbank:GenomeProject:15935;genbank:acc:NC_004992;genbank:gi:32455767
mge:396	pHSB		1736	1	1	2242	plasmid	DNA	ds	circular	yes	Halobacterium salinarum	2242	genbank:acc:NC_002121;genbank:gi:10954591
mge:1105	pSCV50		49558	51	51		plasmid	DNA	ds	circular	yes	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	321314	genbank:GenomeProject:9618;genbank:acc:NC_006855;genbank:gi:60115462
mge:1106	pCC31		44707	50	50		plasmid	DNA	ds	circular	yes	Campylobacter coli	195	genbank:GenomeProject:12595;genbank:acc:NC_006134;genbank:gi:51209432
mge:1107	pSMQ308		8144	6	6		plasmid	DNA	ds	circular	yes	Streptococcus thermophilus	1308	genbank:GenomeProject:15949;genbank:acc:NC_005322;genbank:gi:41057037
mge:544	pUB110		4548	4	4	2655	plasmid	DNA	ds	circular	yes	Staphylococcus aureus	1280	genbank:acc:NC_001384;genbank:gi:9507338
mge:1108	pFBAOT6		84749	95	92		plasmid	DNA	ds	circular	yes	Aeromonas punctata	648	genbank:GenomeProject:12907;genbank:acc:NC_006143;genbank:gi:51492513
mge:1109	LSv54 large plasmid		121587	101	101		plasmid	DNA	ds	linear	yes	Desulfotalea psychrophila LSv54	177439	genbank:GenomeProject:12751;genbank:acc:NC_006139;genbank:gi:51246971
mge:434	pAE78		4523	4	4	1598	plasmid	DNA	ds	circular	yes	Lactobacillus reuteri	1598	genbank:GenomeProject:15971;genbank:acc:NC_004532;genbank:gi:27753647
mge:1110	p42c		250948	234	232		plasmid	DNA	ds	circular	yes	Rhizobium etli CFN 42	347834	genbank:GenomeProject:13932;genbank:acc:NC_007764;genbank:gi:86360045
mge:1111	pEA29		28185	23	21		plasmid	DNA	ds	circular	yes	Erwinia amylovora	552	genbank:GenomeProject:15973;genbank:acc:NC_005706;genbank:gi:44680160
mge:671	pCB2.4		2345	4	3	1148	plasmid	DNA	ds	circular	yes	Synechocystis sp. PCC 6803	1148	genbank:GenomeProject:15946;genbank:acc:NC_004967;genbank:gi:32455421
mge:659	pSNA1		9367	4	4	68242	plasmid	DNA	ds	circular	yes	Streptomyces natalensis	68242	genbank:GenomeProject:15841;genbank:acc:NC_002149;genbank:gi:10957082
mge:1112	pCTA		7510	8	8		plasmid	DNA	ds	circular	yes	Chlamydia trachomatis A/HAR-13	315277	genbank:GenomeProject:13885;genbank:acc:NC_007430;genbank:gi:76789623
mge:616	J3356::pOX7;3		8007	1	1	1280	plasmid	DNA	ds	circular	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15994;genbank:acc:NC_002157;genbank:gi:10956149
mge:420	pLBB1		6127	4	4	1585	plasmid	DNA	ds	linear	yes	Lactobacillus delbrueckii subsp. bulgaricus	1585	genbank:acc:NC_002191;genbank:gi:10956541
mge:646	pER35		9531	5	5	1308	plasmid	DNA	ds	circular	yes	Streptococcus thermophilus	1308	genbank:GenomeProject:15814;genbank:acc:NC_000937;genbank:gi:10956194
mge:1113	pHVE14		35422	54	54		plasmid	DNA	ds	circular	yes	Sulfolobus islandicus	43080	genbank:GenomeProject:13180;genbank:acc:NC_006425;genbank:gi:55701229
mge:1114	B		35762	32	31		plasmid	DNA	ds	circular	yes	Anabaena variabilis ATCC 29413	240292	genbank:GenomeProject:10642;genbank:acc:NC_007411;genbank:gi:75812629
mge:440	pWV01		2178	4	4	1358	plasmid	DNA	ds	linear	yes	Lactococcus lactis	1358	genbank:GenomeProject:16036;genbank:acc:NC_002192;genbank:gi:7597478
mge:431	pMD5057		10877	10	9	1590	plasmid	DNA	ds	circular	yes	Lactobacillus plantarum	1590	genbank:GenomeProject:15954;genbank:acc:NC_004944;genbank:gi:32455506
mge:1115	pARN4		26476	1	1		plasmid	DNA	ds	circular	yes	Sulfolobus islandicus	43080	genbank:GenomeProject:13180;genbank:acc:NC_006424;genbank:gi:55701227
mge:612	pKH6		4439	3	3	1280	plasmid	DNA	ds	circular	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15923;genbank:acc:NC_001767;genbank:gi:10956151
mge:496	pCC7120delta		55414	85	66	103690	plasmid	DNA	ds	circular	yes	Nostoc sp. PCC 7120	103690	genbank:GenomeProject:244;genbank:acc:NC_003273;genbank:gi:17232874
mge:1116	cryptic plasmid		6066	7	7		plasmid	DNA	ds	circular	yes	Salmonella enterica subsp. enterica serovar Choleraesuis	119912	genbank:acc:NC_005862;genbank:gi:46518338
mge:1117	pPT1		15398	0	0		plasmid	DNA	ds	linear	yes	Comamonas testosteroni	285	genbank:acc:NC_002143;genbank:gi:10954622
mge:1118	pMG828-5		8985	5	5		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:acc:NC_008490;genbank:gi:116256190
mge:405	pHel5		18291	17	15	210	plasmid	DNA	ds	circular	yes	Helicobacter pylori	210	genbank:GenomeProject:15952;genbank:acc:NC_004949;genbank:gi:32455321
mge:398	pNRC100		191346	176	176	64091	plasmid	DNA	ds	circular	yes	Halobacterium sp. NRC-1	64091	genbank:GenomeProject:217;genbank:acc:NC_001869;genbank:gi:10803547
mge:454	pAH82		20331	17	17	1360	plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. lactis	1360	genbank:GenomeProject:15947;genbank:acc:NC_004966;genbank:gi:32455473
mge:409	R46		50969	63	63	179945	plasmid	DNA	ds	circular	yes	Salmonella typhimurium	602	genbank:acc:NC_003292;genbank:gi:17530571
mge:1119	pFP1		39360	44	44		plasmid	DNA	ds	circular	yes	Streptomyces sp. FQ1	319426	genbank:GenomeProject:13748;genbank:acc:NC_006912;genbank:gi:62184588
mge:1120	pCRY		21742	30	30		plasmid	DNA	ds	circular	yes	Yersinia pestis biovar Microtus str. 91001	229193	genbank:GenomeProject:10638;genbank:acc:NC_005814;genbank:gi:45476499
mge:1121	pBT9727		77112	80	80		plasmid	DNA	ds	circular	yes	Bacillus thuringiensis serovar konkukian str. 97-27	281309	genbank:GenomeProject:10877;genbank:acc:NC_006578;genbank:gi:56899872
mge:1122	pBP136		41268	46	46		plasmid	DNA	ds	circular	yes	Bordetella pertussis	520	genbank:acc:NC_008459;genbank:gi:116006736
mge:209	Ti		214233	201	193		plasmid	DNA	ds	circular	yes	Agrobacterium tumefaciens;Agrobacterium tumefaciens str. C58	358;176299	genbank:GenomeProject:283;genbank:gi:57903201;genbank:acc:NC_003065;genbank:gi:16119780
mge:560	pWW0		116580	150	139	303	plasmid	DNA	ds	circular	yes	Pseudomonas putida	303	genbank:GenomeProject:13795;genbank:acc:NC_003350;genbank:gi:18150858
mge:216	pX02		96231	84	84	1392	plasmid	DNA	ds	circular	yes	Bacillus anthracis	1392	genbank:GenomeProject:13855;genbank:acc:NC_002146;genbank:gi:10956390
mge:471	pZF1		11014	11	11	145262	plasmid	DNA	ds	circular	yes	Methanothermobacter thermautotrophicus	145262	genbank:GenomeProject:13816;genbank:acc:NC_001337;genbank:gi:10954476
mge:583	pCFC2		5609	3	3	34085	plasmid	DNA	ds	circular	yes	Riemerella anatipestifer	34085	genbank:acc:NC_002130;genbank:gi:10956803
mge:1123	pMT1		106642	128	122		plasmid	DNA	ds	circular	yes	Yersinia pestis biovar Microtus str. 91001	229193	genbank:GenomeProject:10638;genbank:gi:45478588;genbank:acc:NC_005815
mge:263	cp9		9386	11	11	224326	plasmid	DNA	ds	circular	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_001904;genbank:gi:11497048
mge:1124	pO157		92077	101	99		plasmid	DNA	ds	circular	yes	Escherichia coli O157:H7 EDL933	155864	genbank:acc:NC_007414;genbank:gi:75994447
mge:1125	pNG500		132678	131	131		plasmid	DNA	ds	circular	yes	Haloarcula marismortui ATCC 43049	272569	genbank:GenomeProject:13160;genbank:acc:NC_006393;genbank:gi:55376280
mge:1126	pREC1		104014	102	102		plasmid	DNA	ds	circular	yes	Rhodococcus erythropolis PR4	234621	genbank:GenomeProject:16066;genbank:acc:NC_007486;genbank:gi:77404485
mge:1127	pAPEC-O2-R		101375	119	119		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:13321;genbank:acc:NC_006671;genbank:gi:58000284
mge:248	pBLO1		3626	2	2	206672	plasmid	DNA	ds	circular	yes	Bifidobacterium longum NCC2705	206672	genbank:GenomeProject:328;genbank:acc:NC_004943;genbank:gi:32456045
mge:1128	pPMA4326E		4217	6	6		plasmid	DNA	ds	circular	yes	Pseudomonas syringae pv. maculicola	59511	genbank:GenomeProject:11791;genbank:acc:NC_005922;genbank:gi:49169775
mge:1129	pSG1		83306	54	54		plasmid	DNA	ds	circular	yes	Sodalis glossinidius str. 'morsitans'	343509	genbank:GenomeProject:16309;genbank:acc:NC_007713;genbank:gi:85060411
mge:270	cp32-9		30651	38	35	224326	plasmid	DNA	ds	circular	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_000954;genbank:gi:11497325
mge:309	pGA2		19218	15	15	1718	plasmid	DNA	ds	circular	yes	Corynebacterium glutamicum	1718	genbank:GenomeProject:13802;genbank:acc:NC_004535;genbank:gi:27764606
mge:447	pCL2.1		2047	3	2	1358	plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:15940;genbank:acc:NC_004981;genbank:gi:32455454;genbank:gi:118213250
mge:551	pRAM4		3130	2	2	839	plasmid	DNA	ds	circular	yes	Prevotella ruminicola	839	genbank:acc:NC_001760;genbank:gi:10956058
mge:609	pRm1132f		7212	8	8	382	plasmid	DNA	ds	circular	yes	Sinorhizobium meliloti	382	genbank:GenomeProject:13493;genbank:acc:NC_004965;genbank:gi:32455369
mge:1130	pTT27		256992	251	251		plasmid	DNA	ds	circular	yes	Thermus thermophilus HB8	300852	genbank:GenomeProject:13202;genbank:acc:NC_006462;genbank:gi:55978183
mge:1131	pMG1		3682	2	2		plasmid	DNA	ds	circular	yes	Bifidobacterium longum	216816	genbank:acc:NC_006997;genbank:gi:64204282
mge:284	pCJ419		4013	4	4	197	plasmid	DNA	ds	circular	yes	Campylobacter jejuni	197	genbank:GenomeProject:15934;genbank:acc:NC_004997;genbank:gi:32469820
mge:562	pYQ39		2297	3	3	303	plasmid	DNA	ds	circular	yes	Pseudomonas putida	303	genbank:GenomeProject:15931;genbank:acc:NC_005009;genbank:gi:32469969
mge:498	pNL1		184457	186	186	48935	plasmid	DNA	ds	circular	yes	Novosphingobium aromaticivorans	48935	genbank:GenomeProject:16008;genbank:acc:NC_002033;genbank:gi:10956828
mge:212	ece1		39456	31	31	224324	plasmid	DNA	ds	circular	yes	Aquifex aeolicus VF5	224324	genbank:GenomeProject:215;genbank:acc:NC_001880;genbank:gi:10957041
mge:429	pLP2000		2061	1	1	1590	plasmid	DNA	ds	circular	yes	Lactobacillus plantarum	1590	genbank:GenomeProject:15984;genbank:acc:NC_003893;genbank:gi:21218441
mge:1132	pDx14.2		14218	14	14		plasmid	DNA	ds	circular	yes	Bacillus mycoides	1405	genbank:GenomeProject:13668;genbank:acc:NC_006870;genbank:gi:60683787
mge:249	p4M		4488	2	2	28026	plasmid	DNA	ds	circular	yes	Bifidobacterium pseudocatenulatum	28026	genbank:GenomeProject:15856;genbank:acc:NC_003527;genbank:gi:20069876
mge:252	lp16.9		16933	14	14	139	plasmid	DNA	ds	linear	yes	Borrelia burgdorferi	139	genbank:GenomeProject:15937;genbank:acc:NC_004988;genbank:gi:32455306
mge:302	pXZ10145.1		4885	6	6	1718	plasmid	DNA	ds	circular	yes	Corynebacterium glutamicum	1718	genbank:GenomeProject:15955;genbank:acc:NC_001791;genbank:gi:10956581
mge:632	pSE-12228-04		17261	16	16	176280	plasmid	DNA	ds	circular	yes	Staphylococcus epidermidis ATCC 12228	176280	genbank:GenomeProject:279;genbank:acc:NC_005005;genbank:gi:32470555
mge:588	pHCM2		106516	129	128	90370	plasmid	DNA	ds	circular	yes	Salmonella enterica subsp. enterica serovar Typhi;Salmonella enterica subsp. enterica serovar Typhi str. CT18	90370;220341	genbank:GenomeProject:236;genbank:acc:NC_003385;genbank:gi:18466665
mge:333	pA501		19934	24	22	38289	plasmid	DNA	ds	circular	yes	Corynebacterium jeikeium	38289	genbank:GenomeProject:13759;genbank:acc:NC_004774;genbank:gi:30387210
mge:358	pEA2.8		2825	5	4	552	plasmid	DNA	ds	circular	yes	Rubus	23216	genbank:GenomeProject:15973;genbank:acc:NC_004446;genbank:gi:27228439
mge:593	R27		180461	207	207	601	plasmid	DNA	ds	circular	yes	Salmonella typhi	601	genbank:GenomeProject:15842;genbank:acc:NC_002305;genbank:gi:10957190
mge:678	pTLC		4719	5	5	666	plasmid	DNA	ds	circular	yes	Vibrio cholerae	666	genbank:GenomeProject:13154;genbank:acc:NC_004982;genbank:gi:32455390
mge:417	pLA106		2862	3	3	1579	plasmid	DNA	ds	circular	yes	Lactobacillus acidophilus	1579	genbank:GenomeProject:15987;genbank:acc:NC_004985;genbank:gi:32455502
mge:228	p1414		7949	13	13	1423	plasmid	DNA	ds	circular	yes	Bacillus subtilis	1423	genbank:GenomeProject:16014;genbank:acc:NC_002075;genbank:gi:10956512
mge:393	pF3031		32433	33	33	725	plasmid	DNA	ds	circular	yes	Haemophilus influenzae biotype aegyptius	725	genbank:GenomeProject:15524;genbank:acc:NC_004846;genbank:gi:31983465
mge:1133	pRKU1		846	1	1		plasmid	DNA	ds	circular	yes	Thermotoga petrophila RKU-1	390874	genbank:GenomeProject:13259;genbank:acc:NC_006528;genbank:gi:56687495
mge:638	pSCFS1		17108	14	14	1296	plasmid	DNA	ds	linear	yes	Staphylococcus sciuri	1296	genbank:GenomeProject:13155;genbank:acc:NC_005076;genbank:gi:34328027
mge:521	pADB201		1717	2	2	2521	plasmid	DNA	ds	circular	yes	Mycoplasma mycoides	2102	genbank:GenomeProject:13661;genbank:acc:NC_001382;genbank:gi:9507334
mge:233	pTX14-1		5415	3	3	1430	plasmid	DNA	ds	circular	yes	Bacillus thuringiensis serovar israelensis	1430	genbank:GenomeProject:16017;genbank:acc:NC_002091;genbank:gi:10956531
mge:670	pUH24		7835	8	8	1140	plasmid	DNA	ds	circular	yes	Synechococcus sp. PCC 7942	1140	genbank:GenomeProject:16186;genbank:acc:NC_004990;genbank:gi:32455412
mge:1134	pHS-Tet		5147	4	4		plasmid	DNA	ds	circular	yes	Haemophilus parasuis	738	genbank:GenomeProject:13357;genbank:acc:NC_006828;genbank:gi:58616068
mge:1135	pBM19		19167	15	15		plasmid	DNA	ds	circular	yes	Bacillus methanolicus	1471	genbank:GenomeProject:15896;genbank:acc:NC_005328;genbank:gi:41057044
mge:1136	pJP4		87688	88	87		plasmid	DNA	ds	circular	yes	Ralstonia eutropha JMP134	264198	genbank:GenomeProject:12248;genbank:acc:NC_005912;genbank:gi:49176863
mge:234	pBMB2062		2062	2	2	29339	plasmid	DNA	ds	circular	yes	Bacillus thuringiensis serovar kurstaki	29339	genbank:acc:NC_002108;genbank:gi:10956792
mge:1137	pPCP1		9609	10	10		plasmid	DNA	ds	circular	yes	Yersinia pestis biovar Microtus str. 91001	229193	genbank:GenomeProject:10638;genbank:acc:NC_005816;genbank:gi:45478711
mge:504	pWKS1		2697	2	2	82367	plasmid	DNA	ds	circular	yes	Paracoccus pantotrophus	82367	genbank:acc:NC_004160;genbank:gi:22789219
mge:1138	pC15-1a		92353	102	100		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:13085;genbank:acc:NC_005327;genbank:gi:41056927
mge:262	cp26		26498	29	29	224326	plasmid	DNA	ds	circular	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_001903;genbank:gi:11497007
mge:1139	pDN571		3351	3	3		plasmid	DNA	ds	circular	yes	Streptococcus pyogenes	1314	genbank:GenomeProject:12545;genbank:acc:NC_006130;genbank:gi:51039021
mge:281	pTrp		7258	4	3	107806	plasmid	DNA	ds	circular	yes	Acyrthosiphon pisum	7029	genbank:acc:NC_002252;genbank:gi:10957099
mge:608	pSymB		1683333	1571	1570	382	plasmid	DNA	ds	circular	yes	Sinorhizobium meliloti;Sinorhizobium meliloti 1021	382;266834	genbank:GenomeProject:19;genbank:acc:NC_003078;genbank:gi:16263748
mge:1140	pLPP		131885	142	139		plasmid	DNA	ds	circular	yes	Legionella pneumophila str. Paris	297246	genbank:GenomeProject:13127;genbank:acc:NC_006365;genbank:gi:54295843
mge:282	pLeu		7786	7	7	107806	plasmid	DNA	ds	circular	yes	Acyrthosiphon pisum	7029	genbank:GenomeProject:245;genbank:acc:NC_002253;genbank:gi:10957103
mge:269	cp32-8		30885	43	43	224326	plasmid	DNA	ds	circular	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_000953;genbank:gi:11497281
mge:371	pLG13		6293	7	7	562	plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:13797;genbank:acc:NC_005019;genbank:gi:32470115
mge:356	pTEF2		57660	62	62	226185	plasmid	DNA	ds	circular	yes	Enterococcus faecalis V583	226185	genbank:GenomeProject:70;genbank:acc:NC_004671;genbank:gi:29377895
mge:207	pTiC58		8288	5	5	358	plasmid	DNA	ds	linear	yes	Agrobacterium tumefaciens;Agrobacterium tumefaciens str. C58	358;176299	genbank:GenomeProject:15945;genbank:acc:NC_004972;genbank:gi:32455363
mge:1141	pRHL3		332361	334	334		plasmid	DNA	ds	linear	yes	Rhodococcus sp. RHA1	101510	genbank:GenomeProject:13693;genbank:acc:NC_008271;genbank:gi:111026827
mge:253	lp17		16823	25	23	224326	plasmid	DNA	ds	linear	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_001849;genbank:gi:11496583
mge:1142	D		100828	98	87		plasmid	DNA	ds	circular	yes	Rhodobacter sphaeroides 2.4.1	272943	genbank:acc:NC_007490;genbank:gi:77404776
mge:1143	pRL9		352782	313	305		plasmid	DNA	ds	circular	yes	Rhizobium leguminosarum bv. viciae 3841	216596	genbank:GenomeProject:344;genbank:acc:NC_008379;genbank:gi:116249460
mge:601	pADAP		106143	92	92	42906	plasmid	DNA	ds	circular	yes	Serratia entomophila	42906	genbank:GenomeProject:12257;genbank:gi:49206931;genbank:acc:NC_002523;genbank:gi:38201718
mge:1144	pVS54		5360	3	3		plasmid	DNA	ds	circular	yes	Vibrio salmonicida LFI1238	316275	genbank:GenomeProject:13610;genbank:acc:NC_006858;genbank:gi:60202132
mge:1145	C		300758	248	243		plasmid	DNA	ds	circular	yes	Anabaena variabilis ATCC 29413	240292	genbank:GenomeProject:10642;genbank:acc:NC_007412;genbank:gi:75812661
mge:453	pBL1		10899	8	8	1360	plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. lactis	1360	genbank:GenomeProject:15951;genbank:acc:NC_004955;genbank:gi:32455464
mge:1146	pNF2		87093	93	93		plasmid	DNA	ds	circular	yes	Nocardia farcinica IFM 10152	247156	genbank:GenomeProject:13117;genbank:acc:NC_006363;genbank:gi:54027809
mge:1147	miniplasmid		2058	1	1		plasmid	DNA	ds	circular	yes	Bacillus thuringiensis	1428	genbank:acc:NC_007202;genbank:gi:71064313
mge:1148	pMT		100918	104	104		plasmid	DNA	ds	circular	yes	Yersinia pestis Nepal516	377628	genbank:GenomeProject:16646;genbank:acc:NC_008118;genbank:gi:108793732
mge:1149	pBGR1		2725	2	2		plasmid	DNA	ds	circular	yes	Bartonella grahamii	33045	genbank:GenomeProject:13132;genbank:acc:NC_006374;genbank:gi:54307181
mge:1150	pYAN-1		5182	1	1		plasmid	DNA	ds	circular	yes	Sphingobium yanoikuyae	13690	genbank:GenomeProject:17365;genbank:acc:NC_008246;genbank:gi:110666895
mge:702	pZMO1		1680	1	1	542	plasmid	DNA	ds	circular	yes	Zymomonas mobilis	542	genbank:GenomeProject:16001;genbank:acc:NC_001845;genbank:gi:10955181
mge:1151	pPSR1		72601	55	55		plasmid	DNA	ds	circular	yes	Pseudomonas syringae pv. syringae	321	genbank:GenomeProject:15917;genbank:acc:NC_005205;genbank:gi:38257032
mge:595	R64		120826	137	135	602	plasmid	DNA	ds	circular	yes	Salmonella typhimurium	602	genbank:GenomeProject:15927;genbank:acc:NC_005014;genbank:gi:32470134
mge:1152	pSAS		20652	24	19		plasmid	DNA	ds	circular	yes	Staphylococcus aureus subsp. aureus MSSA476	282459	genbank:GenomeProject:266;genbank:acc:NC_005951;genbank:gi:49398098
mge:1153	p29807		2682	3	1		plasmid	DNA	ds	circular	yes	Yersinia enterocolitica	630	genbank:GenomeProject:15943;genbank:acc:NC_005570;genbank:gi:42761421
mge:1154	pKNR02		2774	2	2		plasmid	DNA	ds	circular	yes	Rhodococcus opacus	37919	genbank:GenomeProject:13791;genbank:acc:NC_006970;genbank:gi:62718928
mge:237	p5482		33038	38	38	818	plasmid	DNA	ds	circular	yes	Bacteroides thetaiotaomicron;Bacteroides thetaiotaomicron VPI-5482	818;226186	genbank:GenomeProject:399;genbank:acc:NC_004703;genbank:gi:29611500
mge:1155	pSSP2		22870	23	23		plasmid	DNA	ds	circular	yes	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	342451	genbank:GenomeProject:15596;genbank:acc:NC_007352;genbank:gi:73663802
mge:1156	pCJ1170		4381	3	3		plasmid	DNA	ds	circular	yes	Campylobacter jejuni	197	genbank:acc:NC_008052;genbank:gi:104772061
mge:1157	pFL7		7853	8	8		plasmid	DNA	ds	circular	yes	Bacillus licheniformis	1402	genbank:GenomeProject:13763;genbank:acc:NC_005308;genbank:gi:40445271
